ApsimVersion = 7.8
Title = USsoybean
           Date          yield        SIF_sim
     14/05/2018            0.0          1.164
     15/05/2018            0.0          1.164
     16/05/2018            0.0          1.164
     17/05/2018            0.0          1.164
     18/05/2018            0.0          1.164
     19/05/2018            0.0          1.164
     20/05/2018            0.0          1.164
     21/05/2018            0.0          1.164
     22/05/2018            0.0          1.164
     23/05/2018            0.0          1.164
     24/05/2018            0.0          1.164
     25/05/2018            0.0          1.164
     26/05/2018            0.0          1.164
     27/05/2018            0.0          1.164
     28/05/2018            0.0          1.164
     29/05/2018            0.0          1.164
     30/05/2018            0.0          1.164
     31/05/2018            0.0          1.164
     01/06/2018            0.0          1.164
     02/06/2018            0.0          1.164
     03/06/2018            0.0          1.164
     04/06/2018            0.0          1.164
     05/06/2018            0.0          1.164
     06/06/2018            0.0          1.164
     07/06/2018            0.0          1.164
     08/06/2018            0.0          1.023
     09/06/2018            0.0          1.140
     10/06/2018            0.0          0.385
     11/06/2018            0.0          0.859
     12/06/2018            0.0          1.272
     13/06/2018            0.0          1.762
     14/06/2018            0.0          1.495
     15/06/2018            0.0          2.057
     16/06/2018            0.0          2.102
     17/06/2018            0.0          2.099
     18/06/2018            0.0          2.125
     19/06/2018            0.0          1.846
     20/06/2018            0.0          1.997
     21/06/2018            0.0          1.274
     22/06/2018            0.0          0.718
     23/06/2018            0.0          0.973
     24/06/2018            0.0          2.909
     25/06/2018            0.0          2.570
     26/06/2018            0.0          1.938
     27/06/2018            0.0          2.543
     28/06/2018            0.0          3.270
     29/06/2018            0.0          3.445
     30/06/2018            0.0          3.219
     01/07/2018            0.0          3.388
     02/07/2018            0.0          3.689
     03/07/2018            0.0          2.981
     04/07/2018            0.0          3.041
     05/07/2018            0.0          1.475
     06/07/2018            0.0          3.707
     07/07/2018            0.0          3.915
     08/07/2018            0.0          3.876
     09/07/2018            0.0          3.362
     10/07/2018            0.0          3.317
     11/07/2018            0.0          3.653
     12/07/2018            0.0          3.543
     13/07/2018            0.0          3.739
     14/07/2018            0.0          2.007
     15/07/2018            0.0          2.334
     16/07/2018            0.0          3.022
     17/07/2018            0.0          3.341
     18/07/2018            0.0          3.715
     19/07/2018            0.0          2.266
     20/07/2018            0.0          1.309
     21/07/2018            0.0          1.624
     22/07/2018            0.0          1.518
     23/07/2018            0.0          3.371
     24/07/2018            0.0          3.418
     25/07/2018            0.0          3.618
     26/07/2018            0.0          3.190
     27/07/2018            0.0          2.670
     28/07/2018            0.0          2.368
     29/07/2018            0.0          0.349
     30/07/2018            0.0          1.704
     31/07/2018            0.0          1.381
     01/08/2018            0.0          3.206
     02/08/2018            0.0          2.968
     03/08/2018            0.0          3.225
     04/08/2018          133.0          3.157
     05/08/2018          271.7          3.046
     06/08/2018          414.5          1.851
     07/08/2018          556.8          0.777
     08/08/2018          709.4          2.738
     09/08/2018          867.3          3.000
     10/08/2018         1029.7          2.712
     11/08/2018         1197.1          2.845
     12/08/2018         1368.3          2.614
     13/08/2018         1544.5          2.811
     14/08/2018         1723.2          2.358
     15/08/2018         1899.9          1.355
     16/08/2018         2048.8          0.000
     17/08/2018         2232.4          1.773
     18/08/2018         2422.0          2.177
     19/08/2018         2616.0          2.378
     20/08/2018         2807.9          1.619
     21/08/2018         2989.6          0.845
     22/08/2018         3190.0          2.347
     23/08/2018         3392.3          2.302
     24/08/2018         3582.6          0.982
     25/08/2018         3775.2          1.086
     26/08/2018         3977.6          1.974
     27/08/2018         4176.8          1.977
     28/08/2018         4370.6          1.754
     29/08/2018         4556.3          0.892
     30/08/2018         4744.6          1.730
     31/08/2018         4929.9          1.242
     01/09/2018         5107.0          0.644
     02/09/2018         5213.8          0.644
     03/09/2018         5251.9          0.644
     04/09/2018         5260.7          0.644
     05/09/2018         5261.9          0.644
     06/09/2018            0.0          0.644
     07/09/2018            0.0          0.644
     08/09/2018            0.0          0.644
     09/09/2018            0.0          0.644
     10/09/2018            0.0          0.644
     11/09/2018            0.0          0.644
     12/09/2018            0.0          0.644
     13/09/2018            0.0          0.644
     14/09/2018            0.0          0.644
     15/09/2018            0.0          0.644
     16/09/2018            0.0          0.644
     17/09/2018            0.0          0.644
     18/09/2018            0.0          0.644
     19/09/2018            0.0          0.644
     20/09/2018            0.0          0.644
     21/09/2018            0.0          0.644
     22/09/2018            0.0          0.644
     23/09/2018            0.0          0.644
     24/09/2018            0.0          0.644
     25/09/2018            0.0          0.644
     26/09/2018            0.0          0.644
     27/09/2018            0.0          0.644
     28/09/2018            0.0          0.644
     29/09/2018            0.0          0.644
     30/09/2018            0.0          0.644
     01/10/2018            0.0          0.644
     02/10/2018            0.0          0.644
     03/10/2018            0.0          0.644
     04/10/2018            0.0          0.644
     05/10/2018            0.0          0.644
     06/10/2018            0.0          0.644
     07/10/2018            0.0          0.644
     08/10/2018            0.0          0.644
     09/10/2018            0.0          0.644
     10/10/2018            0.0          0.644
     11/10/2018            0.0          0.644
     12/10/2018            0.0          0.644
     13/10/2018            0.0          0.644
     14/10/2018            0.0          0.644
     15/10/2018            0.0          0.644
     16/10/2018            0.0          0.644
     17/10/2018            0.0          0.644
     18/10/2018            0.0          0.644
     19/10/2018            0.0          0.644
     20/10/2018            0.0          0.644
     21/10/2018            0.0          0.644
     22/10/2018            0.0          0.644
     23/10/2018            0.0          0.644
     24/10/2018            0.0          0.644
     25/10/2018            0.0          0.644
     26/10/2018            0.0          0.644
     27/10/2018            0.0          0.644
     28/10/2018            0.0          0.644
     29/10/2018            0.0          0.644
     30/10/2018            0.0          0.644
     31/10/2018            0.0          0.644
     01/11/2018            0.0          0.644
     02/11/2018            0.0          0.644
     03/11/2018            0.0          0.644
     04/11/2018            0.0          0.644
     05/11/2018            0.0          0.644
     06/11/2018            0.0          0.644
     07/11/2018            0.0          0.644
     08/11/2018            0.0          0.644
     09/11/2018            0.0          0.644
     10/11/2018            0.0          0.644
     11/11/2018            0.0          0.644
     12/11/2018            0.0          0.644
     13/11/2018            0.0          0.644
     14/11/2018            0.0          0.644
     15/11/2018            0.0          0.644
     16/11/2018            0.0          0.644
     17/11/2018            0.0          0.644
     18/11/2018            0.0          0.644
     19/11/2018            0.0          0.644
     20/11/2018            0.0          0.644
     21/11/2018            0.0          0.644
     22/11/2018            0.0          0.644
     23/11/2018            0.0          0.644
     24/11/2018            0.0          0.644
     25/11/2018            0.0          0.644
     26/11/2018            0.0          0.644
     27/11/2018            0.0          0.644
     28/11/2018            0.0          0.644
     29/11/2018            0.0          0.644
     30/11/2018            0.0          0.644
     01/12/2018            0.0          0.644
     02/12/2018            0.0          0.644
     03/12/2018            0.0          0.644
     04/12/2018            0.0          0.644
     05/12/2018            0.0          0.644
     06/12/2018            0.0          0.644
     07/12/2018            0.0          0.644
     08/12/2018            0.0          0.644
     09/12/2018            0.0          0.644
     10/12/2018            0.0          0.644
     11/12/2018            0.0          0.644
     12/12/2018            0.0          0.644
     13/12/2018            0.0          0.644
     14/12/2018            0.0          0.644
     15/12/2018            0.0          0.644
     16/12/2018            0.0          0.644
     17/12/2018            0.0          0.644
     18/12/2018            0.0          0.644
     19/12/2018            0.0          0.644
     20/12/2018            0.0          0.644
     21/12/2018            0.0          0.644
     22/12/2018            0.0          0.644
     23/12/2018            0.0          0.644
     24/12/2018            0.0          0.644
